9127,1479,Mumbai LTT MGR Chennai Weekly Super Fast Special,Lokmanya Tilak Terminus,Puratchi Thalaivar Dr. MGR Central
9128,12141,Mumbai LTT Patliputra Super Fast Express,Lokmanya Tilak Terminus,Patliputra Junction
9129,2141,Mumbai LTT Patliputra Super Fast Special,Lokmanya Tilak Terminus,Patliputra Junction
9130,13202,Mumbai LTT Patna Janta Express,Lokmanya Tilak Terminus,Patna Junction
9131,3202,Mumbai LTT Patna Janta Special,Lokmanya Tilak Terminus,Patna Junction
9132,12293,Mumbai LTT Prayagraj AC Duronto Express,Lokmanya Tilak Terminus,Prayagraj Junction
9133,2293,Mumbai LTT Prayagraj AC Duronto Special,Lokmanya Tilak Terminus,Prayagraj Junction
9134,22865,Mumbai LTT Puri Super Fast Express,Lokmanya Tilak Terminus,Puri
9135,12145,Mumbai LTT Puri Super Fast Express,Lokmanya Tilak Terminus,Puri
9136,2145,Mumbai LTT Puri Super Fast Special,Lokmanya Tilak Terminus,Puri
9137,18610,Mumbai LTT Ranchi Weekly Express,Lokmanya Tilak Terminus,Ranchi Junction
9138,8610,Mumbai LTT Ranchi Weekly Special,Lokmanya Tilak Terminus,Ranchi Junction
9139,81061,Mumbai LTT Ratnagiri Suvidha Special,Lokmanya Tilak Terminus,Ratnagiri
9140,15268,Mumbai LTT Raxaul Antyodaya Express,Lokmanya Tilak Terminus,Raxaul Junction
9141,12546,Mumbai LTT Raxaul Karmabhoomi Express,Lokmanya Tilak Terminus,Raxaul Junction
9142,2546,Mumbai LTT Raxaul Karmabhoomi Super Fast Special Fare Special,Lokmanya Tilak Terminus,Raxaul Junction
9143,5268,Mumbai LTT Raxaul Special Fare Special,Lokmanya Tilak Terminus,Raxaul Junction
9144,5548,Mumbai LTT Raxaul Special Fare Special,Lokmanya Tilak Terminus,Raxaul Junction
9145,15548,Mumbai LTT Raxaul Weekly Antyodaya Express,Lokmanya Tilak Terminus,Raxaul Junction
9146,1243,Mumbai LTT Samastipur Weekly Super Fast Festival Special,Lokmanya Tilak Terminus,Samastipur Junction
9147,1037,Mumbai LTT Sawantwadi Road Special Fare Special,Lokmanya Tilak Terminus,Sawantwadi Road
9148,3180,Mumbai LTT Sealdah Weekly Special Fare Summer Special,Lokmanya Tilak Terminus,Sealdah
9149,12219,Mumbai LTT Secunderabad AC Duronto Express,Lokmanya Tilak Terminus,Secunderabad Junction
9150,2236,Mumbai LTT Secunderabad AC Duronto Special,Lokmanya Tilak Terminus,Secunderabad Junction
9151,1255,Mumbai LTT Shalimar Festival Special,Lokmanya Tilak Terminus,Kolkata Shalimar
9152,18029,Mumbai LTT Shalimar Kurla Express,Lokmanya Tilak Terminus,Kolkata Shalimar
9153,12107,Mumbai LTT Sitapur Junction Super Fast Express,Lokmanya Tilak Terminus,Sitapur
9154,12143,Mumbai LTT Sultanpur Super Fast Express,Lokmanya Tilak Terminus,Sultanpur Junction
9155,2143,Mumbai LTT Sultanpur Super Fast Special,Lokmanya Tilak Terminus,Sultanpur Junction
9156,22885,Mumbai LTT Tatanagar Antyodaya Express,Lokmanya Tilak Terminus,Tatanagar Junction
9157,1257,Mumbai LTT Thivim Festival Special,Lokmanya Tilak Terminus,Thivim
9158,1169,Mumbai LTT Varanasi Summer Special,Chhatrapati Shivaji Maharaj Terminus,Danapur
9159,82101,Mumbai LTT Varanasi Suvidha Special,Lokmanya Tilak Terminus,Varanasi Junction
9160,1101,Mumbai LTT Varanasi Teacher Special,Dadar Central,Manduadih
9161,18520,Mumbai LTT Visakhapatnam Express,Lokmanya Tilak Terminus,Visakhapatnam Junction
9162,8520,Mumbai LTT Visakhapatnam Special,Lokmanya Tilak Terminus,Visakhapatnam Junction
9163,22848,Mumbai LTT Visakhapatnam Super Fast Express,Lokmanya Tilak Terminus,Visakhapatnam Junction
9164,2858,Mumbai LTT Visakhapatnam Super Fast Festival Special,Lokmanya Tilak Terminus,Visakhapatnam Junction
9165,9013,Mumbai Lucknow Junction Special Fare Special,Bandra Terminus,Bhusaval Junction
9166,82907,Mumbai Lucknow Junction Super Fast Suvidha Special,Mumbai Central,Lucknow Junction
9167,22209,Mumbai New Delhi AC Duronto Express,Mumbai Central,New Delhi
9168,82905,Mumbai New Delhi AC Super Fast Suvidha Special,Mumbai Central,New Delhi
9169,2951,Mumbai New Delhi Covid 19 AC Special,Mumbai Central,New Delhi
9170,12951,Mumbai New Delhi Tejas Rajdhani Express,Mumbai Central,New Delhi
9171,9035,Mumbai Porbandar Saurashtra Special,Mumbai Central,Porbandar
9172,12267,Mumbai Rajkot AC Duronto Express,Mumbai Central,Hapa
9173,9001,Mumbai Sawantwadi Road Ganapati Special,Mumbai Central,Sawantwadi Road
9174,59023,Mumbai Valsad Fast Passenger,Mumbai Central,Valsad
9175,54882,Munabao Barmer Passenger,Munabao,Barmer
9176,4882,Munabao Barmer Passenger Special,Munabao,Barmer
9177,53342,Muri - Dhanbad Passenger,Muri Junction,Dhanbad Junction
9178,5866,Murkeongselek - Rangiya Passenger Special,Murkongselek,Rangapara North Junction
9179,15814,Murkongselek Dekargaon Express,Murkongselek,Dekargaon
9180,55814,Murkongselek Dekargaon Passenger,Murkongselek,Dekargaon
9181,55606,Murkongselek Dibrugarh Passenger,Murkongselek,Dibrugarh
9182,15614,Murkongselek Kamakhya Lachit Express,Murkongselek,Guwahati
9183,15896,Murkongselek Rangiya Express,Murkongselek,Rangiya Junction
9184,55896,Murkongselek Rangiya Passenger,Murkongselek,Rangiya Junction
9185,5896,Murkongselek Rangiya Special,Murkongselek,Rangiya Junction
9186,14041,Mussoorie Express,Delhi Junction,Dehradun
9187,14042,Mussoorie Express,Dehradun,Delhi Junction
9188,24042,Mussoorie Express Slip,Kotdwar,Najibabad Junction
9189,55207,Muzaffarpur - Gorakhpur Passenger,Muzaffarpur Junction,Narkatiaganj Junction
9190,5215,Muzaffarpur - Narkatiaganj Intercity Festival Special,Muzaffarpur Junction,Narkatiaganj Junction
9191,55211,Muzaffarpur - Raxaul Passenger,Muzaffarpur Junction,Raxaul Junction
9192,55023,Muzaffarpur - Raxual Passenger,Muzaffarpur Junction,Raxaul Junction
9193,55506,Muzaffarpur - Samastipur Passenger,Muzaffarpur Junction,Samastipur Junction
9194,55240,Muzaffarpur - Samastipur Passenger,Muzaffarpur Junction,Samastipur Junction
9195,53132,Muzaffarpur - Sealdah Passenger,Muzaffarpur Junction,Sealdah
9196,55582,Muzaffarpur - Sitamarhi Passenger,Muzaffarpur Junction,Sitamarhi Junction
9197,15269,Muzaffarpur Ahmedabad Jansadharan Express,Muzaffarpur Junction,Ahmedabad Junction
9198,5269,Muzaffarpur Ahmedabad Jansadharan Special Fare Special,Muzaffarpur Junction,Ahmedabad Junction
9199,2573,Muzaffarpur Anand Vihar Terminal Clone Covid 19 Special,Muzaffarpur Junction,Anand Vihar Terminus
9200,12211,Muzaffarpur Anand Vihar Terminal Garib Rath Express,Muzaffarpur Junction,Anand Vihar Terminus
9201,19040,Muzaffarpur Bandra Avadh Express,Muzaffarpur Junction,Bandra Terminus
9202,13420,Muzaffarpur Bhagalpur Jan Sewa Express,Muzaffarpur Junction,Bhagalpur Junction
9203,3420,Muzaffarpur Bhagalpur Jansewa Special,Muzaffarpur Junction,Bhagalpur Junction
9204,75256,Muzaffarpur Darbhanga DEMU,Muzaffarpur Junction,Darbhanga Junction
9205,15001,Muzaffarpur Dehradun Rapti Ganga Express,Muzaffarpur Junction,Dehradun
9206,5001,Muzaffarpur Dehradun Rapti Ganga Special Fare Special,Muzaffarpur Junction,Dehradun
9207,4029,Muzaffarpur Delhi Special,Muzaffarpur Junction,Delhi Junction
9208,15272,Muzaffarpur Howrah Jansadharan Express,Muzaffarpur Junction,Howrah Junction
9209,5272,Muzaffarpur Howrah Jansadharan Festival Special,Muzaffarpur Junction,Howrah Junction
9210,5229,Muzaffarpur Kolkata Jansadharan Special,Barhara Kothi,Saharsa Junction
9211,75237,Muzaffarpur Narkatiaganj Demu,Muzaffarpur Junction,Narkatiaganj Junction
9212,15215,Muzaffarpur Narkatiaganj Intercity Express,Muzaffarpur Junction,Narkatiaganj Junction
9213,63309,Muzaffarpur Narkatiaganj Memu,Muzaffarpur Junction,Narkatiaganj Junction
9214,63333,Muzaffarpur Narkatiaganj Memu,Muzaffarpur Junction,Narkatiaganj Junction
9215,63337,Muzaffarpur Narkatiaganj Memu,Muzaffarpur Junction,Narkatiaganj Junction
9216,63341,Muzaffarpur Narkatiaganj Memu,Muzaffarpur Junction,Narkatiaganj Junction
9217,5257,Muzaffarpur Narkatiaganj MEMU Special,Muzaffarpur Junction,Narkatiaganj Junction
9218,5259,Muzaffarpur Narkatiaganj MEMU Special,Muzaffarpur Junction,Narkatiaganj Junction
9219,4407,Muzaffarpur New Delhi AC Special,Palwal,Ghaziabad Junction
9220,82407,Muzaffarpur New Delhi Suvidha Special,Muzaffarpur Junction,New Delhi
9221,63267,Muzaffarpur Patliputra Memu,Muzaffarpur Junction,Patliputra Junction
9222,5253,Muzaffarpur Patliputra MEMU Special,Muzaffarpur Junction,Patliputra Junction
9223,55215,Muzaffarpur Patliputra Passenger,Muzaffarpur Junction,Patliputra Junction
9224,19270,Muzaffarpur Porbandar Motihari Express,Muzaffarpur Junction,Porbandar
9225,9270,Muzaffarpur Porbandar Motihari Special,Muzaffarpur Junction,Porbandar
9226,75263,Muzaffarpur Raxaul DEMU,Barhara Kothi,Saharsa Junction
9227,3311,Muzaffarpur Raxaul Exam Special MEMU,Barwadih Junction,Dehri On Sone
9228,63311,Muzaffarpur Raxaul Memu,Muzaffarpur Junction,Raxaul Junction
9229,63313,Muzaffarpur Raxaul Memu,Muzaffarpur Junction,Raxaul Junction
9230,63335,Muzaffarpur Raxaul Memu,Muzaffarpur Junction,Raxaul Junction
9231,5261,Muzaffarpur Raxaul MEMU Special,Muzaffarpur Junction,Raxaul Junction
9232,5288,Muzaffarpur Raxaul MEMU Special,Raxaul Junction,Muzaffarpur Junction
9233,55225,Muzaffarpur Raxual Passenger,Muzaffarpur Junction,Raxaul Junction
9234,75208,Muzaffarpur Samastipur DEMU,Muzaffarpur Junction,Samastipur Junction
9235,5596,Muzaffarpur Samastipur DEMU Special,Muzaffarpur Junction,Samastipur Junction
9236,63270,Muzaffarpur Samastipur Memu,Muzaffarpur Junction,Samastipur Junction
9237,63216,Muzaffarpur Samastipur Memu,Muzaffarpur Junction,Samastipur Junction
9238,5256,Muzaffarpur Samastipur MEMU Special,Muzaffarpur Junction,Samastipur Junction
9239,55228,Muzaffarpur Samastipur Passenger,Muzaffarpur Junction,Samastipur Junction
9240,19054,Muzaffarpur Surat Express,Muzaffarpur Junction,Surat
9241,9060,Muzaffarpur Surat Special Fare Special,Muzaffarpur Junction,Surat
9242,5228,Muzaffarpur Yesvantpur Special Fare Special,Muzaffarpur Junction,Yesvantpur Junction
9243,15228,Muzaffarpur Yesvantpur Weekly Express,Muzaffarpur Junction,Yesvantpur Junction
9244,297,MXN-LTRR Election SPL,Mariani Junction,Latur Road Junction
9245,56237,Mysore - Bangalore Passenger,Mysuru City Junction,KSR Bengaluru City Junction
9246,16022,Mysore - Chennai Kaveri Express,Mysuru City Junction,Puratchi Thalaivar Dr. MGR Central
9247,56229,Mysore Bangalore Passenger,Mysuru City Junction,KSR Bengaluru City Junction
9248,56231,Mysore Bangalore Passenger,Mysuru City Junction,KSR Bengaluru City Junction
9249,56234,Mysore Bangalore Passenger,Mysuru City Junction,KSR Bengaluru City Junction
9250,56212,Mysore Chamarajanagar Passenger,Mysuru City Junction,Chamarajanagar
9251,16023,Mysore City Bangalore City Express,Mysuru City Junction,KSR Bengaluru City Junction
9252,16222,Mysore Express,Puratchi Thalaivar Dr. MGR Central,Mysuru City Junction
9253,16210,Mysuru Ajmer Express,Mysuru City Junction,Ajmer Junction
9254,6210,Mysuru Ajmer Festival Special,Mysuru City Junction,Ajmer Junction
9255,6214,Mysuru Arsikere Express Special,Mysuru City Junction,Arsikere Junction
9256,56268,Mysuru Arsikere Passenger,Mysuru City Junction,Arsikere Junction
9257,56266,Mysuru Arsikere Passenger,Mysuru City Junction,Arsikere Junction
9258,7327,Mysuru Chamarajanagar Express Special,Mysuru City Junction,Chamarajanagar
9259,56202,Mysuru Chamarajanagar Passenger,Mysuru City Junction,Chamarajanagar
9260,56204,Mysuru Chamarajanagar Passenger,Mysuru City Junction,Chamarajanagar
9261,56208,Mysuru Chamarajanagar Passenger,Mysuru City Junction,Chamarajanagar
9262,56210,Mysuru Chamarajanagar Passenger,Mysuru City Junction,Chamarajanagar
9263,6233,Mysuru Chamarajanagar Passenger Special,Mysuru City Junction,Chamarajanagar
9264,11036,Mysuru Dadar Express,Mysuru City Junction,Dadar Central
9265,1036,Mysuru Dadar Sharavati Special,Mysuru City Junction,Dadar Central
9266,17301,Mysuru Dharwad Express,Mysuru City Junction,Dharwad
9267,7301,Mysuru Dharwad Festival Special,Mysuru City Junction,Dharwad
9268,6042,Mysuru Ernakulam Special Fare Special,Puratchi Thalaivar Dr. MGR Central,Howrah Junction
9269,12781,Mysuru Hazrat Nizamuddin Swarna Jayanti Super Fast Express,Mysuru City Junction,Hazrat Nizamuddin
9270,6215,Mysuru Hazrat Nizamuddin Swarna Jayanti Super Fast Special,Mysuru City Junction,Hazrat Nizamuddin
9271,22818,Mysuru Howrah Super Fast Express,Mysuru City Junction,Howrah Junction
9272,8118,Mysuru Howrah Super Fast Special Fare Special,Mysuru City Junction,Howrah Junction
9273,2975,Mysuru Jaipur Special,Mysuru City Junction,Jaipur Junction
9274,12975,Mysuru Jaipur Super Fast Express,Mysuru City Junction,Jaipur Junction
9275,56263,Mysuru K S R Bengaluru Passenger,Mysuru City Junction,KSR Bengaluru City Junction
9276,12786,Mysuru Kacheguda Super Fast Express,Mysuru City Junction,Kacheguda
9277,2786,Mysuru Kacheguda Super Fast Special Fare Special,Mysuru City Junction,Kacheguda
9278,16315,Mysuru Kochuveli Express,Mysuru City Junction,Trivandrum Kochuveli
9279,6315,Mysuru Kochuveli Festival Special,Mysuru City Junction,Trivandrum Kochuveli
9280,66552,Mysuru KSR Bengaluru Memu,Mysuru City Junction,KSR Bengaluru City Junction
9281,66554,Mysuru KSR Bengaluru Memu,Mysuru City Junction,KSR Bengaluru City Junction
9282,6560,Mysuru KSR Bengaluru MEMU Express Special,Mysuru City Junction,KSR Bengaluru City Junction
9283,6256,Mysuru KSR Bengaluru MEMU Special,Mysuru City Junction,KSR Bengaluru City Junction
9284,6258,Mysuru KSR Bengaluru MEMU Special,Mysuru City Junction,KSR Bengaluru City Junction
9285,16557,Mysuru KSR Bengaluru Rajya Rani Express,Mysuru City Junction,KSR Bengaluru City Junction
9286,6568,Mysuru KSR Bengaluru Rajya Rani MEMU Express Special,Mysuru City Junction,KSR Bengaluru City Junction
9287,16232,Mysuru Mayiladuturai Express,Mysuru City Junction,Mayiladuturai Junction
9288,6232,Mysuru Mayiladuturai Festival Special,Mysuru City Junction,Mayiladuturai Junction
9289,12008,Mysuru MGR Chennai Shatabdi Express,Mysuru City Junction,Puratchi Thalaivar Dr. MGR Central
9290,6082,Mysuru MGR Chennai Shatabdi Special,Mysuru City Junction,Puratchi Thalaivar Dr. MGR Central
9291,12610,Mysuru MGR Chennai Super Fast Express,Mysuru City Junction,Puratchi Thalaivar Dr. MGR Central
9292,7305,Mysuru MGR Chennai Super Fast Special,Mysuru City Junction,Puratchi Thalaivar Dr. MGR Central
9293,22681,Mysuru MGR Chennai Weekly Super Fast Express,Mysuru City Junction,Puratchi Thalaivar Dr. MGR Central
9294,7361,Mysuru MGR Chennai Weekly Super Fast Special,Mysuru City Junction,Puratchi Thalaivar Dr. MGR Central
9295,56206,Mysuru Nanjangud Passenger,Mysuru City Junction,Nanjangud Town
9296,11065,Mysuru Renigunta Weekly Express,Mysuru City Junction,Renigunta Junction
9297,1065,Mysuru Renigunta Weekly Special,Mysuru City Junction,Renigunta Junction
9298,16217,Mysuru Sainagar Shirdi Weekly Express,Mysuru City Junction,Sainagar Shirdi Terminus
9299,6237,Mysuru Sainagar Shirdi Weekly Special,Mysuru City Junction,Sainagar Shirdi Terminus
9300,6225,Mysuru Shivamogga Express Special,Mysuru City Junction,Shivamogga Town
9301,56270,Mysuru Shivamogga Passenger,Mysuru City Junction,Shivamogga Town
9302,16227,Mysuru Talguppa Express,Mysuru City Junction,Talaguppa
9303,6227,Mysuru Talguppa Express Special,Mysuru City Junction,Talaguppa
9304,16206,Mysuru Talguppa Intercity Express,Mysuru City Junction,Talaguppa
9305,6295,Mysuru Talguppa Intercity Special,Mysuru City Junction,Talaguppa
9306,56276,Mysuru Talguppa Passenger,Mysuru City Junction,Talaguppa
9307,16236,Mysuru Tuticorin Express,Mysuru City Junction,Tuticorin
9308,6236,Mysuru Tuticorin Festival Special,Mysuru City Junction,Tuticorin
9309,16229,Mysuru Varanasi Express,Mysuru City Junction,Varanasi Junction
9310,6229,Mysuru Varanasi Special Fare Special,Mysuru City Junction,Varanasi Junction
9311,6562,Mysuru Yelahanka MEMU Special,Bangarapet Junction,Krishnarajapuram
9312,7313,Mysuru Yesvantpur Express Special,Mysuru City Junction,Yesvantpur Junction
9313,56216,Mysuru Yesvantpur Passenger,Mysuru City Junction,Yesvantpur Junction
9314,13421,Nabadwip Dham Malda Express,Nabadwip Dham,Malda Town
9315,3421,Nabadwip Dham Malda Special,Nabadwip Dham,Malda Town
9316,59151,Nadiad - Modasa Passenger,Nadiad Junction,Modasa
9317,59153,Nadiad - Modasa Passenger,Nadiad Junction,Modasa
9318,79461,Nadiad Modasa DEMU,Nadiad Junction,Modasa
9319,79463,Nadiad Modasa DEMU,Nadiad Junction,Modasa
9320,77673,Nadikude Kacheguda DEMU,Nadikude Junction,Kacheguda
9321,7792,Nadikude kacheguda DEMU Special,Nadikude Junction,Kacheguda
9322,57285,Nadikude Macherla Passenger,Nadikude Junction,Macherla
9323,57323,Nadikude Macherla Passenger,Nadikude Junction,Macherla
9324,7973,Nadikude Miryalguda MEMU Special,Nadikude Junction,Miryalaguda
9325,15670,Nagaland Express,Dibrugarh Town,Guwahati
9326,15669,Nagaland Express,Guwahati,Dibrugarh Town
9327,15629,Nagaon Express,Tambaram,Silghat Town
9328,15630,Nagaon Express,Silghat Town,Tambaram
9329,5629,Nagaon Weekly Special,Tambaram,Silghat Town
9330,5630,Nagaon Weekly Special,Silghat Town,Tambaram
9331,76817,Nagappattinam Velankanni DEMU,Nagappattinam Junction,Velankanni
9332,57541,Nagarsol Hazur Sahib Nanded Passenger,Nagarsol,Hazur Sahib Nanded
9333,77684,Nagarsol Jalna DEMU,Nagarsol,Jalna
9334,16004,Nagarsol MGR Chennai Weekly Express,Nagarsol,Puratchi Thalaivar Dr. MGR Central
9335,17232,Nagarsol Narasapur Express,Nagarsol,Narasapur
9336,2714,Nagarsol Narasapur Special,Nagarsol,Narasapur
9337,7232,Nagarsol Narasapur Special,Nagarsol,Narasapur
9338,17214,Nagarsol Narsapur Express,Nagarsol,Narasapur
9339,12788,Nagarsol Narsapur Super Fast Express,Nagarsol,Narasapur
9340,20809,Nagavali Express,Sambalpur Junction,Hazur Sahib Nanded
9341,20810,Nagavali Express,Hazur Sahib Nanded,Sambalpur Junction
9342,2085,Nagavali Special,Sambalpur Junction,Hazur Sahib Nanded
9343,2086,Nagavali Special,Hazur Sahib Nanded,Sambalpur Junction
9344,58844,Nagbhir Itwari NG Passenger,Nagbhir Junction (NG),Itwari Junction NG
9345,58846,Nagbhir Itwari NG Passenger,Nagbhir Junction (NG),Itwari Junction NG
9346,58848,Nagbhir Itwari NG Passenger,Nagbhir Junction (NG),Itwari Junction NG
9347,58878,Nagbhir Itwari NG Passenger,Nagbhir Junction (NG),Itwari Junction NG
9348,19341,Nagda Bina Express,Nagda Junction,Bina Junction
9349,9341,Nagda Bina Express Special,Nagda Junction,Bina Junction
9350,59341,Nagda Bina Passenger,Nagda Junction,Bina Junction
9351,59387,Nagda Indore Passenger,Nagda Junction,Indore Junction
9352,9801,Nagda Kota Intercity Special,Nagda Junction,Kota Junction
9353,6615,Nagda Kota MEMU Express Special,Nagda Junction,Kota Junction
9354,69184,Nagda Ratlam MEMU,Nagda Junction,Ratlam Junction
9355,9384,Nagda Ratlam MEMU Special,Ujjain Junction,Ratlam Junction
9356,59346,Nagda Ratlam Passenger,Nagda Junction,Ratlam Junction
9357,9546,Nagda Ratlam Special,Nagda Junction,Ratlam Junction
9358,69185,Nagda Ujjain MEMU,Nagda Junction,Ujjain Junction
9359,9385,Nagda Ujjain MEMU Special,Nagda Junction,Ujjain Junction
9360,59317,Nagda Ujjain Passenger,Nagda Junction,Ujjain Junction
9361,59353,Nagda Ujjain Passenger,Nagda Junction,Ujjain Junction
9362,9517,Nagda Ujjain Special,Nagda Junction,Ujjain Junction
9363,9553,Nagda Ujjain Special,Nagda Junction,Ujjain Junction
9364,6310,Nagercoil - Chennai Egmore Special,Nagercoil Junction,Chennai Egmore
9365,56325,Nagercoil - Kanyakumari Passenger,Nagercoil Junction,Kanniyakumari
9366,56528,Nagercoil - Kanyakumari Passenger,Nagercoil Junction,Kanniyakumari
9367,56045,Nagercoil - Kanyakumari Passenger,Nagercoil Junction,Kanniyakumari
9368,8,Nagercoil - Kanyakumari Special,Nagercoil Junction,Kanniyakumari
9369,6023,Nagercoil - Krishnarajapuram Special Fare Special,Shoranur Junction,Kannur Main
9370,6064,Nagercoil Chennai Egmore Super Fast Covid 19 Special,Nagercoil Junction,Chennai Egmore
9371,6092,Nagercoil Chennai Egmore Super Fast Pongal Festival Special,Nagercoil Junction,Chennai Egmore
9372,12668,Nagercoil Chennai Egmore Weekly Superfast Express,Nagercoil Junction,Chennai Egmore
9373,56319,Nagercoil Coimbatore Fast Passenger,Nagercoil Junction,Coimbatore Junction
9374,22667,Nagercoil Coimbatore Super Fast Express,Nagercoil Junction,Coimbatore Junction
9375,2667,Nagercoil Coimbatore Super Fast Special,Nagercoil Junction,Coimbatore Junction
9376,16537,Nagercoil Express,KSR Bengaluru City Junction,Nagercoil Junction
9377,16336,Nagercoil Gandhidham Express,Nagercoil Junction,Gandhidham Junction
9378,6336,Nagercoil Gandhidham Special,Nagercoil Junction,Gandhidham Junction
